,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_2014,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,ASV_2014,ASV_2014,NA
ASV_2069,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,ASV_2069,ASV_2069,NA
ASV_2082,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,ASV_2082,ASV_2082,NA
ASV_2143,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,ASV_2143,ASV_2143,NA
ASV_1885,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Filobacterium,NA
ASV_1089,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,salmoneum
ASV_285,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,gingivalis
ASV_1916,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,gingivalis
ASV_289,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,granulosa
ASV_1049,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,granulosa
ASV_1773,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,granulosa
ASV_394,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,leadbetteri
ASV_1706,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,ochracea
ASV_467,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,sputigena
ASV_732,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,NA
ASV_999,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,NA
ASV_1079,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,NA
ASV_1144,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,NA
ASV_1251,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,NA
ASV_1269,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,NA
ASV_1576,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,NA
ASV_1602,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,NA
ASV_1784,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,NA
ASV_1919,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,NA
ASV_2042,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,NA
ASV_66,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Bergeyella,NA
ASV_267,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Bergeyella,NA
ASV_368,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Bergeyella,NA
ASV_1363,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Bergeyella,NA
ASV_1479,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Bergeyella,NA
ASV_1488,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Bergeyella,NA
ASV_1538,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Bergeyella,NA
ASV_1578,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Bergeyella,NA
ASV_1687,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Bergeyella,NA
ASV_1929,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Bergeyella,NA
ASV_1958,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Bergeyella,NA
ASV_1998,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Bergeyella,NA
ASV_2023,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Bergeyella,NA
ASV_2071,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Bergeyella,NA
ASV_2112,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Bergeyella,NA
ASV_2219,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Bergeyella,NA
ASV_269,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,ASV_269,NA
ASV_761,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,ASV_761,NA
ASV_971,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,ASV_971,NA
ASV_1068,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,ASV_1068,NA
ASV_1389,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,ASV_1389,NA
ASV_1918,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,ASV_1918,NA
ASV_2200,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,ASV_2200,NA
ASV_435,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobium,NA
ASV_454,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobium,NA
ASV_1259,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobium,NA
ASV_1661,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobium,NA
ASV_1786,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobium,NA
ASV_1258,Bacteria,Bacteroidota,Bacteroidia,ASV_1258,ASV_1258,ASV_1258,NA
ASV_63,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,concisus
ASV_900,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,concisus
ASV_676,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,gracilis
ASV_799,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,gracilis
ASV_1185,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,showae
ASV_2205,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,showae
ASV_141,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,NA
ASV_211,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,NA
ASV_300,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,NA
ASV_489,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,NA
ASV_635,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,NA
ASV_740,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,NA
ASV_786,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,NA
ASV_834,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,NA
ASV_1066,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,NA
ASV_1187,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,NA
ASV_1200,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,NA
ASV_1671,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,NA
ASV_1871,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,NA
ASV_1908,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,pylori
ASV_2028,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Helicobacteraceae,Wolinella,NA
ASV_976,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Rs-M59_termite_group,ASV_976,NA
ASV_1610,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Rs-M59_termite_group,ASV_1610,NA
ASV_126,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,ASV_126,ASV_126,NA
ASV_163,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,ASV_163,ASV_163,NA
ASV_242,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,ASV_242,ASV_242,NA
ASV_286,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,ASV_286,ASV_286,NA
ASV_455,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,ASV_455,ASV_455,NA
ASV_533,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,ASV_533,ASV_533,NA
ASV_1895,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,ASV_1895,ASV_1895,NA
ASV_1921,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,ASV_1921,ASV_1921,NA
ASV_2108,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,ASV_2108,ASV_2108,NA
ASV_1502,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,Desulfobulbus,NA
ASV_1615,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,Desulfobulbus,NA
ASV_1012,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfomicrobiaceae,Desulfomicrobium,orale
ASV_2220,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Bilophila,wadsworthia
ASV_1568,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,Acholeplasma,NA
ASV_1624,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,DMI,NA
ASV_422,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,ASV_422,NA
ASV_698,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,NA
ASV_1472,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,NA
ASV_956,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Terribacillus,NA
ASV_2049,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,ASV_2049,NA
ASV_1835,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,ASV_1835,NA
ASV_1083,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,ASV_1083,NA
ASV_491,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Bulleidia,extructa
ASV_2089,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Bulleidia,NA
ASV_1512,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Erysipelotrichaceae_UCG-006,NA
ASV_1678,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Erysipelotrichaceae_UCG-006,NA
ASV_140,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Solobacterium,moorei
ASV_697,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Solobacterium,NA
ASV_1531,Bacteria,Firmicutes,Bacilli,Izemoplasmatales,ASV_1531,ASV_1531,NA
ASV_145,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Abiotrophia,defectiva
ASV_660,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Abiotrophia,NA
ASV_1746,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Abiotrophia,NA
ASV_567,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,NA
ASV_94,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Dolosigranulum,pigrum
ASV_1005,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Dolosigranulum,NA
ASV_2282,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Dolosigranulum,NA
ASV_37,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,elegans
ASV_32,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,NA
ASV_86,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,NA
ASV_332,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,NA
ASV_2037,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,NA
ASV_2197,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,NA
ASV_77,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,ASV_77,NA
ASV_180,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,ASV_180,NA
ASV_85,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,NA
ASV_475,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,NA
ASV_1595,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,vaginalis
ASV_449,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
ASV_564,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
ASV_765,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
ASV_770,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
ASV_845,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
ASV_959,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
ASV_1188,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
ASV_1605,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
ASV_1866,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,carnosum
ASV_465,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,NA
ASV_1679,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,NA
ASV_1900,Bacteria,Firmicutes,Bacilli,Lactobacillales,Listeriaceae,Brochothrix,thermosphacta
ASV_1405,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,NA
ASV_293,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,mutans
ASV_601,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,oralis
ASV_954,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,pneumoniae
ASV_603,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,salivarius
ASV_3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV_10,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV_11,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV_24,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV_28,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV_41,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV_42,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV_44,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV_48,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV_101,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV_170,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV_200,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV_227,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV_243,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV_245,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV_257,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV_305,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV_316,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV_322,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV_337,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV_379,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV_431,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV_445,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV_492,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV_503,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV_532,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV_538,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV_594,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV_695,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV_722,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV_807,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV_858,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV_883,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV_886,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV_914,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV_922,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV_936,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV_983,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV_1128,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV_1199,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV_1205,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV_1294,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV_1365,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV_1388,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV_1446,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV_1510,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV_1522,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV_1537,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV_1564,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV_1637,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV_1647,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV_1675,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV_1712,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV_1717,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV_1747,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV_1832,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV_1844,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV_1934,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV_1983,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV_1991,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV_2029,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV_2098,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV_2255,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV_1723,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,ASV_1723,NA
ASV_1817,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,ASV_1817,NA
ASV_2095,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,ASV_2095,NA
ASV_2141,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,ASV_2141,NA
ASV_2194,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,ASV_2194,NA
ASV_2225,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,ASV_2225,NA
ASV_2274,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,ASV_2274,NA
ASV_1639,Bacteria,Firmicutes,Bacilli,Lactobacillales,ASV_1639,ASV_1639,NA
ASV_1703,Bacteria,Firmicutes,Bacilli,Lactobacillales,ASV_1703,ASV_1703,NA
ASV_1889,Bacteria,Firmicutes,Bacilli,Lactobacillales,ASV_1889,ASV_1889,NA
ASV_1972,Bacteria,Firmicutes,Bacilli,Lactobacillales,ASV_1972,ASV_1972,NA
ASV_1982,Bacteria,Firmicutes,Bacilli,Lactobacillales,ASV_1982,ASV_1982,NA
ASV_1989,Bacteria,Firmicutes,Bacilli,Lactobacillales,ASV_1989,ASV_1989,NA
ASV_2059,Bacteria,Firmicutes,Bacilli,Lactobacillales,ASV_2059,ASV_2059,NA
ASV_2113,Bacteria,Firmicutes,Bacilli,Lactobacillales,ASV_2113,ASV_2113,NA
ASV_2118,Bacteria,Firmicutes,Bacilli,Lactobacillales,ASV_2118,ASV_2118,NA
ASV_2142,Bacteria,Firmicutes,Bacilli,Lactobacillales,ASV_2142,ASV_2142,NA
ASV_2154,Bacteria,Firmicutes,Bacilli,Lactobacillales,ASV_2154,ASV_2154,NA
ASV_2177,Bacteria,Firmicutes,Bacilli,Lactobacillales,ASV_2177,ASV_2177,NA
ASV_2222,Bacteria,Firmicutes,Bacilli,Lactobacillales,ASV_2222,ASV_2222,NA
ASV_2249,Bacteria,Firmicutes,Bacilli,Lactobacillales,ASV_2249,ASV_2249,NA
ASV_2252,Bacteria,Firmicutes,Bacilli,Lactobacillales,ASV_2252,ASV_2252,NA
ASV_2277,Bacteria,Firmicutes,Bacilli,Lactobacillales,ASV_2277,ASV_2277,NA
ASV_2294,Bacteria,Firmicutes,Bacilli,Lactobacillales,ASV_2294,ASV_2294,NA
ASV_746,Bacteria,Firmicutes,Bacilli,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,amphoriforme
ASV_314,Bacteria,Firmicutes,Bacilli,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,falconis
ASV_309,Bacteria,Firmicutes,Bacilli,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,salivarium
ASV_1125,Bacteria,Firmicutes,Bacilli,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,NA
ASV_1335,Bacteria,Firmicutes,Bacilli,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,NA
ASV_1928,Bacteria,Firmicutes,Bacilli,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,NA
ASV_2000,Bacteria,Firmicutes,Bacilli,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,NA
ASV_2078,Bacteria,Firmicutes,Bacilli,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,NA
ASV_1532,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,NA
ASV_639,Bacteria,Firmicutes,Bacilli,RF39,ASV_639,ASV_639,NA
ASV_817,Bacteria,Firmicutes,Bacilli,RF39,ASV_817,ASV_817,NA
ASV_1628,Bacteria,Firmicutes,Bacilli,RF39,ASV_1628,ASV_1628,NA
ASV_1549,Bacteria,Firmicutes,Bacilli,Staphylococcales,Gemellaceae,Gemella,massiliensis
ASV_19,Bacteria,Firmicutes,Bacilli,Staphylococcales,Gemellaceae,Gemella,NA
ASV_2062,Bacteria,Firmicutes,Bacilli,Staphylococcales,Gemellaceae,Gemella,NA
ASV_2215,Bacteria,Firmicutes,Bacilli,Staphylococcales,Gemellaceae,Gemella,NA
ASV_2257,Bacteria,Firmicutes,Bacilli,Staphylococcales,Gemellaceae,Gemella,NA
ASV_1642,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Jeotgalicoccus,NA
ASV_585,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,hominis
ASV_366,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,NA
ASV_578,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,NA
ASV_1090,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,ASV_1090,NA
ASV_1814,Bacteria,Firmicutes,Bacilli,ASV_1814,ASV_1814,ASV_1814,NA
ASV_2281,Bacteria,Firmicutes,Bacilli,ASV_2281,ASV_2281,ASV_2281,NA
ASV_205,Bacteria,Firmicutes,Clostridia,Clostridia_UCG-014,ASV_205,ASV_205,NA
ASV_209,Bacteria,Firmicutes,Clostridia,Clostridia_UCG-014,ASV_209,ASV_209,NA
